Fecha,IdCliente,IdEjercicio,Progreso
2024-05-01,484,43,6.0
2024-05-01,484,48,66.0
2024-05-01,420,25,33.0
2024-05-01,420,17,110.0
2024-05-01,420,41,24.0
2024-05-01,420,25,26.0
2024-05-01,420,21,140.0
2024-05-01,247,42,61.0
2024-05-01,247,40,42.0
2024-05-01,247,48,293.0
2024-05-01,247,46,341.0
2024-05-01,247,30,10.0
2024-05-01,247,29,21.0
2024-05-01,247,23,30.0
2024-05-01,247,34,26.0
2024-05-01,247,15,75.0
2024-05-01,247,37,70.0
2024-05-01,247,1,67.5
2024-05-01,247,44,12.0
2024-05-01,247,30,22.0
2024-05-01,373,6,17.0
2024-05-01,373,31,24.0
2024-05-01,373,48,56.0
2024-05-01,373,23,46.0
2024-05-01,373,37,25.0
2024-05-01,373,48,327.0
2024-05-01,373,5,7.0
2024-05-01,373,7,23.0
2024-05-01,373,22,38.0
2024-05-01,11,24,15.0
2024-05-01,11,17,33.0
2024-05-01,11,44,10.0
2024-05-01,11,34,30.0
2024-05-01,11,1,85.0
2024-05-01,11,4,28.0
2024-05-01,11,3,50.0
2024-05-01,11,8,57.5
2024-05-01,11,9,11.0
2024-05-01,11,1,35.0
2024-05-01,11,15,30.0
2024-05-01,11,17,96.0
2024-05-01,11,12,20.0
2024-05-01,11,35,22.0
2024-05-01,25,19,82.0
2024-05-01,25,24,7.0
2024-05-01,25,48,300.0
2024-05-01,25,31,11.0
2024-05-01,25,46,140.0
2024-05-01,25,30,24.0
2024-05-01,25,9,28.0
2024-05-01,25,29,21.0
2024-05-01,25,44,7.0
2024-05-01,25,48,223.0
2024-05-01,25,30,23.0
2024-05-01,25,48,250.0
2024-05-01,25,10,82.0
2024-05-01,415,5,15.0
2024-05-01,415,44,22.0
2024-05-01,415,17,89.0
2024-05-01,415,48,363.0
2024-05-01,415,49,310.0
2024-05-01,365,27,12.0
2024-05-01,365,35,30.0
2024-05-01,365,41,17.0
2024-05-01,365,32,9.0
2024-05-01,365,39,26.0
2024-05-01,365,23,50.0
2024-05-01,365,10,103.0
2024-05-01,365,22,42.0
2024-05-01,188,34,22.0
2024-05-01,188,7,17.0
2024-05-01,188,9,27.0
2024-05-01,188,20,180.0
2024-05-01,188,3,37.5
2024-05-01,116,1,50.0
2024-05-01,116,31,19.0
2024-05-01,116,7,10.0
2024-05-01,116,23,46.0
2024-05-01,116,37,85.0
2024-05-01,116,11,14.0
2024-05-01,116,41,21.0
2024-05-01,116,34,10.0
2024-05-01,116,25,33.0
2024-05-01,116,22,50.0
2024-05-01,116,6,6.0
2024-05-01,116,9,5.0
2024-05-01,116,21,140.0
2024-05-01,116,6,15.0
2024-05-01,238,10,19.0
2024-05-01,238,9,11.0
2024-05-01,238,49,182.0
2024-05-01,238,28,12.0
2024-05-01,238,49,136.0
2024-05-01,238,22,42.0
2024-05-01,486,47,289.0
2024-05-01,486,41,8.0
2024-05-01,486,4,10.0
2024-05-01,486,34,38.0
2024-05-01,486,19,131.0
2024-05-01,486,41,22.0
2024-05-01,486,2,17.0
2024-05-01,486,41,8.0
2024-05-01,486,4,18.0
2024-05-01,486,10,33.0
2024-05-01,486,19,124.0
2024-05-01,486,9,12.0
2024-05-01,486,40,34.0
2024-05-01,486,18,40.0
2024-05-01,456,14,68.0
2024-05-01,456,21,150.0
2024-05-01,456,20,80.0
2024-05-01,456,44,7.0
2024-05-01,456,4,28.0
2024-05-01,456,49,214.0
2024-05-01,456,31,7.0
2024-05-01,456,4,24.0
2024-05-01,348,46,355.0
2024-05-01,348,42,82.0
2024-05-01,348,20,70.0
2024-05-01,348,19,12.0
2024-05-01,348,3,35.0
2024-05-01,348,17,26.0
2024-05-01,348,33,30.0
2024-05-01,348,37,52.5
2024-05-01,348,23,30.0
2024-05-01,348,33,10.0
2024-05-01,348,34,10.0
2024-05-01,348,3,35.0
2024-05-01,348,27,6.0
2024-05-01,198,48,127.0
2024-05-01,198,24,7.0
2024-05-01,198,33,10.0
2024-05-01,198,23,50.0
2024-05-01,198,13,7.0
2024-05-01,494,10,19.0
2024-05-01,494,11,14.0
2024-05-01,494,46,347.0
2024-05-01,494,11,50.0
2024-05-01,494,28,17.0
2024-05-01,494,6,29.0
2024-05-01,494,37,22.5
2024-05-01,494,35,5.0
2024-05-01,494,18,70.0
2024-05-01,494,16,70.0
2024-05-01,494,39,7.0
2024-05-01,494,7,19.0
2024-05-01,494,23,10.0
2024-05-01,99,36,8.0
2024-05-01,99,40,18.0
2024-05-01,99,4,23.0
2024-05-01,99,40,50.0
2024-05-01,99,38,89.0
2024-05-01,99,24,14.0
2024-05-01,99,1,57.5
2024-05-01,99,2,8.0
2024-05-01,99,2,13.0
2024-05-01,99,6,29.0
2024-05-01,99,47,158.0
2024-05-01,99,43,24.0
2024-05-01,99,7,14.0
2024-05-01,59,33,26.0
2024-05-01,59,41,20.0
2024-05-01,59,9,18.0
2024-05-01,59,1,20.0
2024-05-01,59,13,30.0
2024-05-01,59,26,8.0
2024-05-01,59,5,30.0
2024-05-01,59,14,131.0
2024-05-01,59,20,70.0
2024-05-01,59,17,124.0
2024-05-01,59,7,9.0
2024-05-01,59,43,6.0
2024-05-01,374,12,67.5
2024-05-01,374,43,13.0
2024-05-01,374,38,89.0
2024-05-01,374,36,24.0
2024-05-01,374,33,42.0
2024-05-01,374,32,8.0
2024-05-01,349,47,234.0
2024-05-01,349,48,212.0
2024-05-01,349,7,5.0
2024-05-01,349,19,75.0
2024-05-01,349,13,12.0
2024-05-01,349,36,30.0
2024-05-01,349,46,230.0
2024-05-01,29,39,18.0
2024-05-01,29,13,29.0
2024-05-01,29,33,14.0
2024-05-01,29,12,90.0
2024-05-01,29,41,18.0
2024-05-01,29,1,20.0
2024-05-01,29,32,27.0
2024-05-01,29,24,6.0
2024-05-01,29,7,20.0
2024-05-01,29,28,7.0
2024-05-01,29,12,80.0
2024-05-01,29,36,30.0
2024-05-01,29,9,6.0
2024-05-01,358,2,16.0
2024-05-01,358,32,25.0
2024-05-01,358,33,22.0
2024-05-01,358,5,21.0
2024-05-01,358,39,19.0
2024-05-01,358,46,317.0
2024-05-01,358,31,25.0
2024-05-01,358,44,13.0
2024-05-01,358,7,7.0
2024-05-01,358,15,32.5
2024-05-01,358,1,82.5
2024-05-01,310,29,6.0
2024-05-01,310,31,26.0
2024-05-01,310,12,70.0
2024-05-01,310,30,23.0
2024-05-01,310,13,29.0
2024-05-01,310,47,280.0
2024-05-01,310,30,18.0
2024-05-01,310,33,46.0
2024-05-01,310,36,29.0
2024-05-01,310,21,80.0
2024-05-01,467,17,33.0
2024-05-01,467,44,11.0
2024-05-01,467,29,29.0
2024-05-01,467,25,61.0
2024-05-01,467,49,329.0
2024-05-01,467,49,300.0
2024-05-01,467,31,19.0
2024-05-01,467,29,14.0
2024-05-01,467,10,131.0
2024-05-01,467,17,103.0
2024-05-01,467,8,47.5
2024-05-01,467,18,170.0
2024-05-01,467,21,180.0
2024-05-01,467,4,24.0
2024-05-01,467,40,50.0
2024-05-01,360,19,54.0
2024-05-01,360,33,34.0
2024-05-01,360,26,9.0
2024-05-01,360,33,46.0
2024-05-01,360,17,124.0
2024-05-01,360,14,68.0
2024-05-01,360,49,218.0
2024-05-01,360,22,18.0
2024-05-01,360,13,20.0
2024-05-01,360,5,13.0
2024-05-01,360,34,18.0
2024-05-01,360,17,19.0
2024-05-01,360,45,45.0
2024-05-01,360,26,25.0
2024-05-01,360,20,190.0
2024-05-01,379,21,110.0
2024-05-01,379,42,117.0
2024-05-01,379,32,6.0
2024-05-01,379,3,62.5
2024-05-01,379,23,42.0
2024-05-01,379,26,15.0
2024-05-01,379,30,22.0
2024-05-01,379,9,21.0
2024-05-01,379,7,18.0
2024-05-01,379,23,10.0
2024-05-01,379,41,5.0
2024-05-01,379,17,131.0
2024-05-01,379,37,77.5
2024-05-01,379,20,190.0
2024-05-01,379,28,25.0
2024-05-01,461,24,21.0
2024-05-01,461,22,22.0
2024-05-01,461,3,80.0
2024-05-01,461,39,24.0
2024-05-01,461,23,22.0
2024-05-01,461,33,18.0
2024-05-01,37,27,20.0
2024-05-01,37,21,80.0
2024-05-01,37,12,57.5
2024-05-01,37,27,23.0
2024-05-01,37,4,17.0
2024-05-01,37,41,13.0
2024-05-01,37,27,7.0
2024-05-01,37,27,30.0
2024-05-01,83,27,5.0
2024-05-01,83,41,9.0
2024-05-01,83,47,124.0
2024-05-01,83,42,33.0
2024-05-01,83,11,26.0
2024-05-01,83,17,117.0
2024-05-01,83,5,18.0
2024-05-01,83,26,16.0
2024-05-01,468,39,16.0
2024-05-01,468,45,57.5
2024-05-01,468,48,128.0
2024-05-01,468,25,103.0
2024-05-01,468,33,22.0
2024-05-01,468,36,14.0
2024-05-01,468,8,72.5
2024-05-01,468,12,27.5
2024-05-01,468,2,11.0
2024-05-01,468,40,30.0
2024-05-01,468,2,10.0
2024-05-01,468,33,26.0
2024-05-01,468,4,17.0
2024-05-01,369,46,226.0
2024-05-01,369,30,10.0
2024-05-01,369,15,65.0
2024-05-01,369,44,15.0
2024-05-01,369,26,20.0
2024-05-01,369,35,8.0
2024-05-01,369,20,120.0
2024-05-01,369,30,24.0
2024-05-01,369,23,18.0
2024-05-01,369,44,24.0
2024-05-01,369,18,190.0
2024-05-01,369,31,10.0
2024-05-01,369,18,180.0
2024-05-01,369,10,68.0
2024-05-01,369,38,5.0
2024-05-01,2,35,8.0
2024-05-01,2,42,33.0
2024-05-01,2,6,29.0
2024-05-01,2,18,140.0
2024-05-01,2,3,22.5
2024-05-01,2,34,10.0
2024-05-01,2,49,359.0
2024-05-01,2,18,140.0
2024-05-01,2,33,18.0
2024-05-01,272,41,18.0
2024-05-01,272,42,19.0
2024-05-01,272,29,17.0
2024-05-01,272,28,23.0
2024-05-01,272,15,47.5
2024-05-01,272,17,131.0
2024-05-01,272,32,21.0
2024-05-01,272,6,27.0
2024-05-01,490,42,40.0
2024-05-01,490,18,190.0
2024-05-01,490,40,46.0
2024-05-01,490,41,11.0
2024-05-01,490,41,20.0
2024-05-01,490,11,14.0
2024-05-01,490,4,22.0
2024-05-01,466,21,80.0
2024-05-01,466,37,20.0
2024-05-01,466,48,333.0
2024-05-01,466,30,18.0
2024-05-01,466,41,21.0
2024-05-01,466,41,26.0
2024-05-01,466,37,45.0
2024-05-01,466,38,40.0
2024-05-01,466,1,47.5
2024-05-01,466,26,14.0
2024-05-01,466,32,8.0
2024-05-01,466,49,387.0
2024-05-01,466,45,55.0
2024-05-01,466,4,29.0
2024-05-01,466,19,61.0
2024-05-01,440,14,40.0
2024-05-01,440,22,18.0
2024-05-01,440,21,80.0
2024-05-01,440,40,30.0
2024-05-01,440,39,15.0
2024-05-01,440,47,210.0
2024-05-01,101,30,16.0
2024-05-01,101,48,281.0
2024-05-01,101,14,33.0
2024-05-01,101,16,80.0
2024-05-01,101,13,25.0
2024-05-01,101,28,30.0
2024-05-01,101,20,60.0
2024-05-01,101,27,17.0
2024-05-01,101,31,11.0
2024-05-01,101,48,358.0
2024-05-01,101,26,6.0
2024-05-01,101,9,26.0
2024-05-01,101,1,37.5
2024-05-01,101,3,55.0
2024-05-01,101,43,26.0
2024-05-01,501,34,38.0
2024-05-01,501,35,18.0
2024-05-01,501,46,60.0
2024-05-01,501,41,19.0
2024-05-01,501,19,89.0
2024-05-01,501,10,54.0
2024-05-01,501,29,26.0
2024-05-01,501,13,17.0
2024-05-01,501,31,14.0
2024-05-01,501,45,45.0
2024-05-01,501,6,25.0
2024-05-01,501,7,7.0
2024-05-01,501,22,14.0
2024-05-01,501,42,110.0
2024-05-01,501,7,18.0
2024-05-01,463,41,9.0
2024-05-01,463,39,12.0
2024-05-01,463,4,20.0
2024-05-01,463,2,5.0
2024-05-01,463,23,26.0
2024-05-01,117,24,11.0
2024-05-01,117,7,29.0
2024-05-01,117,13,9.0
2024-05-01,117,7,11.0
2024-05-01,117,30,24.0
2024-05-01,117,21,60.0
2024-05-01,117,1,95.0
2024-05-01,117,1,82.5
2024-05-01,117,30,14.0
2024-05-01,117,42,40.0
2024-05-01,64,45,85.0
2024-05-01,64,4,11.0
2024-05-01,64,49,74.0
2024-05-01,64,8,45.0
2024-05-01,64,30,9.0
2024-05-01,64,24,20.0
2024-05-01,64,38,61.0
2024-05-01,64,20,40.0
2024-05-01,64,32,12.0
2024-05-01,64,4,7.0
2024-05-01,419,41,14.0
2024-05-01,419,19,124.0
2024-05-01,419,7,11.0
2024-05-01,419,15,87.5
2024-05-01,419,43,23.0
2024-05-01,473,37,45.0
2024-05-01,473,43,22.0
2024-05-01,473,44,19.0
2024-05-01,473,39,10.0
2024-05-01,473,37,22.5
2024-05-01,473,18,50.0
2024-05-01,473,25,124.0
2024-05-01,473,41,26.0
2024-05-01,473,27,29.0
2024-05-01,473,24,21.0
2024-05-01,473,40,42.0
2024-05-01,473,32,23.0
2024-05-01,473,1,92.5
2024-05-01,312,12,95.0
2024-05-01,312,26,26.0
2024-05-01,312,17,61.0
2024-05-01,312,28,23.0
2024-05-01,312,14,40.0
2024-05-01,312,12,82.5
2024-05-01,312,35,21.0
2024-05-01,312,1,60.0
2024-05-01,312,17,131.0
2024-05-01,312,8,30.0
2024-05-01,312,2,18.0
2024-05-01,312,20,60.0
2024-05-01,312,40,50.0
2024-05-01,383,13,9.0
2024-05-01,383,8,30.0
2024-05-01,383,47,137.0
2024-05-01,383,8,50.0
2024-05-01,383,16,70.0
2024-05-01,492,3,32.5
2024-05-01,492,4,6.0
2024-05-01,492,5,15.0
2024-05-01,492,6,9.0
2024-05-01,492,2,8.0
2024-05-01,492,25,124.0
2024-05-01,492,12,32.5
2024-05-01,492,16,140.0
2024-05-01,492,43,29.0
2024-05-01,492,49,118.0
2024-05-01,492,46,186.0
2024-05-01,492,15,57.5
2024-05-01,492,13,16.0
2024-05-01,18,20,150.0
2024-05-01,18,5,13.0
2024-05-01,18,25,26.0
2024-05-01,18,19,12.0
2024-05-01,18,33,26.0
2024-05-01,18,39,9.0
2024-05-01,18,49,395.0
2024-05-01,18,10,117.0
2024-05-01,18,36,22.0
2024-05-01,18,12,45.0
2024-05-01,18,34,42.0
2024-05-01,329,1,65.0
2024-05-01,329,12,77.5
2024-05-01,329,28,12.0
2024-05-01,329,26,22.0
2024-05-01,329,20,80.0
2024-05-01,329,33,10.0
2024-05-01,329,28,5.0
2024-05-01,329,34,14.0
2024-05-01,329,49,279.0
2024-05-01,329,13,28.0
2024-05-01,210,5,13.0
2024-05-01,210,42,131.0
2024-05-01,210,2,26.0
2024-05-01,210,10,47.0
2024-05-01,210,34,38.0
2024-05-01,210,42,19.0
2024-05-01,210,48,55.0
2024-05-01,210,5,12.0
2024-05-01,210,11,46.0
2024-05-01,140,6,6.0
2024-05-01,140,14,89.0
2024-05-01,140,1,85.0
2024-05-01,140,6,8.0
2024-05-01,140,3,90.0
2024-05-01,140,35,30.0
2024-05-01,140,34,14.0
2024-05-01,140,35,7.0
2024-05-01,140,10,68.0
2024-05-01,140,30,30.0
2024-05-01,140,32,20.0
2024-05-01,140,13,14.0
2024-05-01,314,15,27.5
2024-05-01,314,20,80.0
2024-05-01,314,1,30.0
2024-05-01,314,32,21.0
2024-05-01,314,33,26.0
2024-05-01,314,46,216.0
2024-05-01,314,8,87.5
2024-05-01,314,39,6.0
2024-05-01,314,5,30.0
2024-05-01,314,37,55.0
2024-05-01,314,29,6.0
2024-05-01,314,3,47.5
2024-05-01,318,26,30.0
2024-05-01,318,13,8.0
2024-05-01,318,9,19.0
2024-05-01,318,37,20.0
2024-05-01,318,38,103.0
2024-05-01,318,9,24.0
2024-05-01,318,48,385.0
2024-05-01,359,23,46.0
2024-05-01,359,32,27.0
2024-05-01,359,39,15.0
2024-05-01,359,19,40.0
2024-05-01,359,6,22.0
2024-05-01,359,20,160.0
2024-05-01,359,23,38.0
2024-05-01,359,19,5.0
2024-05-01,359,8,45.0
2024-05-01,359,17,110.0
2024-05-01,359,37,20.0
2024-05-01,359,49,153.0
2024-05-01,359,7,10.0
2024-05-01,359,40,34.0
2024-05-01,359,32,13.0
2024-05-01,503,14,96.0
2024-05-01,503,18,120.0
2024-05-01,503,44,26.0
2024-05-01,503,42,103.0
2024-05-01,503,15,87.5
2024-05-01,503,39,14.0
2024-05-01,503,11,10.0
2024-05-01,503,26,24.0
2024-05-01,216,11,10.0
2024-05-01,216,39,23.0
2024-05-01,216,21,90.0
2024-05-01,216,42,40.0
2024-05-01,216,18,40.0
2024-05-01,216,23,10.0
2024-05-01,216,44,20.0
2024-05-01,216,10,110.0
2024-05-01,216,24,12.0
2024-05-01,216,17,117.0
2024-05-01,216,15,72.5
2024-05-01,216,42,5.0
2024-05-01,216,41,16.0
2024-05-01,231,29,30.0
2024-05-01,231,33,30.0
2024-05-01,231,30,21.0
2024-05-01,231,4,8.0
2024-05-01,231,49,192.0
2024-05-01,231,41,15.0
2024-05-01,231,46,137.0
2024-05-01,375,26,9.0
2024-05-01,375,18,90.0
2024-05-01,375,3,95.0
2024-05-01,375,10,124.0
2024-05-01,375,15,72.5
2024-05-01,375,6,29.0
2024-05-01,185,20,170.0
2024-05-01,185,7,7.0
2024-05-01,185,21,70.0
2024-05-01,185,35,14.0
2024-05-01,185,26,22.0
2024-05-01,185,42,89.0
2024-05-01,185,49,332.0
2024-05-01,274,1,87.5
2024-05-01,274,17,33.0
2024-05-01,274,4,10.0
2024-05-01,274,20,70.0
2024-05-01,274,6,6.0
2024-05-01,274,37,85.0
2024-05-01,274,23,46.0
2024-05-01,274,15,37.5
2024-05-01,317,46,258.0
2024-05-01,317,36,11.0
2024-05-01,317,20,80.0
2024-05-01,317,10,89.0
2024-05-01,317,23,42.0
2024-05-01,317,3,72.5
2024-05-01,317,36,15.0
2024-05-01,317,34,14.0
2024-05-01,317,31,6.0
2024-05-01,317,1,85.0
2024-05-01,317,29,24.0
2024-05-01,317,16,180.0
2024-05-01,317,11,46.0
2024-05-01,154,21,130.0
2024-05-01,154,35,29.0
2024-05-01,154,21,80.0
2024-05-01,154,21,120.0
2024-05-01,154,9,24.0
2024-05-01,52,31,8.0
2024-05-01,52,22,50.0
2024-05-01,52,39,29.0
2024-05-01,52,29,23.0
2024-05-01,52,19,124.0
2024-05-01,52,31,14.0
2024-05-01,52,32,23.0
2024-05-01,488,22,26.0
2024-05-01,488,26,21.0
2024-05-01,488,23,34.0
2024-05-01,488,2,17.0
2024-05-01,488,41,7.0
2024-05-01,488,20,70.0
2024-05-01,250,4,23.0
2024-05-01,250,44,14.0
2024-05-01,250,41,12.0
2024-05-01,250,9,5.0
2024-05-01,250,22,38.0
2024-05-01,250,18,180.0
2024-05-01,250,44,10.0
2024-05-01,250,48,54.0
2024-05-01,250,47,248.0
2024-05-01,250,34,38.0
2024-05-01,250,47,266.0
2024-05-01,250,43,13.0
2024-05-01,250,24,22.0
2024-05-01,250,5,30.0
2024-05-01,166,35,8.0
2024-05-01,166,47,217.0
2024-05-01,166,3,95.0
2024-05-01,166,20,80.0
2024-05-01,166,3,32.5
2024-05-01,166,10,117.0
2024-05-01,142,22,30.0
2024-05-01,142,3,65.0
2024-05-01,142,34,42.0
2024-05-01,142,38,96.0
2024-05-01,142,43,20.0
2024-05-01,142,15,60.0
2024-05-01,142,26,13.0
2024-05-01,218,31,12.0
2024-05-01,218,11,30.0
2024-05-01,218,30,27.0
2024-05-01,218,45,75.0
2024-05-01,218,22,30.0
2024-05-01,218,10,110.0
2024-05-01,218,25,96.0
2024-05-01,218,5,30.0
2024-05-01,218,27,18.0
2024-05-01,218,25,89.0
2024-05-01,218,18,120.0
2024-05-01,218,32,24.0
2024-05-01,218,13,28.0
2024-05-01,218,22,50.0
2024-05-01,218,44,21.0
2024-05-01,96,11,38.0
2024-05-01,96,39,22.0
2024-05-01,96,15,67.5
2024-05-01,96,6,26.0
2024-05-01,96,12,27.5
2024-05-01,96,7,11.0
2024-05-01,96,1,52.5
2024-05-01,96,7,10.0
2024-05-01,403,10,40.0
2024-05-01,403,10,110.0
2024-05-01,403,12,87.5
2024-05-01,403,30,14.0
2024-05-01,403,16,80.0
2024-05-01,403,10,89.0
2024-05-01,403,28,20.0
2024-05-01,403,33,22.0
2024-05-01,403,3,90.0
2024-05-01,403,31,12.0
2024-05-01,130,28,5.0
2024-05-01,130,25,40.0
2024-05-01,130,28,28.0
2024-05-01,130,11,34.0
2024-05-01,130,16,110.0
2024-05-01,130,20,90.0
2024-05-01,130,48,120.0
2024-05-01,30,43,7.0
2024-05-01,30,27,8.0
2024-05-01,30,47,148.0
2024-05-01,30,31,7.0
2024-05-01,30,8,77.5
2024-05-01,30,37,52.5
2024-05-01,275,49,255.0
2024-05-01,275,43,5.0
2024-05-01,275,7,19.0
2024-05-01,275,9,6.0
2024-05-01,275,1,60.0
2024-05-01,275,5,19.0
2024-05-01,275,44,25.0
2024-05-01,275,2,9.0
2024-05-01,275,48,205.0
2024-05-01,507,40,46.0
2024-05-01,507,47,226.0
2024-05-01,507,11,30.0
2024-05-01,507,19,61.0
2024-05-01,507,10,5.0
2024-05-01,507,35,6.0
2024-05-01,507,7,7.0
2024-05-01,507,21,60.0
2024-05-01,507,2,30.0
2024-05-01,507,30,11.0
2024-05-01,112,32,11.0
2024-05-01,112,5,30.0
2024-05-01,112,14,89.0
2024-05-01,112,20,190.0
2024-05-01,112,3,62.5
2024-05-01,112,19,131.0
2024-05-01,112,27,15.0
2024-05-01,112,36,20.0
2024-05-01,112,7,27.0
2024-05-01,112,21,140.0
2024-05-01,112,15,80.0
2024-05-01,136,15,85.0
2024-05-01,136,41,27.0
2024-05-01,136,12,35.0
2024-05-01,136,22,42.0
2024-05-01,136,31,25.0
2024-05-01,136,1,55.0
2024-05-01,136,17,33.0
2024-05-01,136,35,11.0
2024-05-01,493,45,37.5
2024-05-01,493,45,35.0
2024-05-01,493,19,75.0
2024-05-01,493,21,60.0
2024-05-01,493,6,7.0
2024-05-01,493,44,18.0
2024-05-01,493,47,248.0
2024-05-01,493,27,16.0
2024-05-01,493,43,25.0
2024-05-01,493,40,38.0
2024-05-01,493,36,17.0
2024-05-01,493,10,117.0
2024-05-01,493,37,60.0
2024-05-01,340,48,225.0
2024-05-01,340,12,20.0
2024-05-01,340,17,82.0
2024-05-01,340,27,17.0
2024-05-01,340,7,14.0
2024-05-01,340,21,140.0
2024-05-01,340,29,30.0
2024-05-01,340,28,30.0
2024-05-01,340,31,26.0
2024-05-01,340,11,46.0
2024-05-01,340,13,30.0
2024-05-01,340,19,96.0
2024-05-01,340,16,50.0
2024-05-01,446,25,131.0
2024-05-01,446,11,26.0
2024-05-01,446,33,34.0
2024-05-01,446,47,56.0
2024-05-01,446,37,65.0
2024-05-01,446,34,30.0
